[2025-09-10 01:02:23] Agent starting... ServerBase=https://pc-admin-server.onrender.com
[2025-09-10 01:29:32] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:32] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37450,"Time":"2025-09-10T01:29:32.8253633\u002B08:00"}
[2025-09-10 01:29:33] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:33] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37451,"Time":"2025-09-10T01:29:33.5097351\u002B08:00"}
[2025-09-10 01:29:33] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37451,"Time":"2025-09-10T01:29:34.0693881\u002B08:00"}
[2025-09-10 01:29:34] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:34] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37452,"Time":"2025-09-10T01:29:34.7516051\u002B08:00"}
[2025-09-10 01:29:34] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37452,"Time":"2025-09-10T01:29:35.3119031\u002B08:00"}
[2025-09-10 01:29:35] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:35] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37453,"Time":"2025-09-10T01:29:35.9820089\u002B08:00"}
[2025-09-10 01:29:36] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:36] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37454,"Time":"2025-09-10T01:29:36.5526592\u002B08:00"}
[2025-09-10 01:29:36] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:37] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37454,"Time":"2025-09-10T01:29:37.2145289\u002B08:00"}
[2025-09-10 01:29:37] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:37] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37455,"Time":"2025-09-10T01:29:37.7685194\u002B08:00"}
[2025-09-10 01:29:37] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:38] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37456,"Time":"2025-09-10T01:29:38.4365304\u002B08:00"}
[2025-09-10 01:29:38] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:38] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37456,"Time":"2025-09-10T01:29:38.9968714\u002B08:00"}
[2025-09-10 01:29:39] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:39] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37457,"Time":"2025-09-10T01:29:39.6678320\u002B08:00"}
[2025-09-10 01:29:39] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:40] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37457,"Time":"2025-09-10T01:29:40.2689712\u002B08:00"}
[2025-09-10 01:29:40] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:40] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37458,"Time":"2025-09-10T01:29:40.8878967\u002B08:00"}
[2025-09-10 01:29:41] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:41] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37459,"Time":"2025-09-10T01:29:41.4917338\u002B08:00"}
[2025-09-10 01:29:41] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:42] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37459,"Time":"2025-09-10T01:29:42.1078774\u002B08:00"}
[2025-09-10 01:29:42] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:42] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37460,"Time":"2025-09-10T01:29:42.7323560\u002B08:00"}
[2025-09-10 01:29:42] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:43] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37460,"Time":"2025-09-10T01:29:43.3785333\u002B08:00"}
[2025-09-10 01:29:43] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:43] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37461,"Time":"2025-09-10T01:29:43.9727240\u002B08:00"}
[2025-09-10 01:29:44] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:44] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37462,"Time":"2025-09-10T01:29:44.6020712\u002B08:00"}
[2025-09-10 01:29:44] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:45] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37462,"Time":"2025-09-10T01:29:45.2960835\u002B08:00"}
[2025-09-10 01:29:45] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:45] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37463,"Time":"2025-09-10T01:29:45.8407278\u002B08:00"}
[2025-09-10 01:29:46] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:46] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37464,"Time":"2025-09-10T01:29:46.5117215\u002B08:00"}
[2025-09-10 01:29:46] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:47] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37464,"Time":"2025-09-10T01:29:47.0688453\u002B08:00"}
[2025-09-10 01:29:47] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:47] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37465,"Time":"2025-09-10T01:29:47.7566748\u002B08:00"}
[2025-09-10 01:29:47] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:48] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37465,"Time":"2025-09-10T01:29:48.3000670\u002B08:00"}
[2025-09-10 01:29:48] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:49] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37466,"Time":"2025-09-10T01:29:49.0008592\u002B08:00"}
[2025-09-10 01:29:49] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:49] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37467,"Time":"2025-09-10T01:29:49.5725692\u002B08:00"}
[2025-09-10 01:29:49] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:50] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37467,"Time":"2025-09-10T01:29:50.2278749\u002B08:00"}
[2025-09-10 01:29:50] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:50] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37468,"Time":"2025-09-10T01:29:50.8032863\u002B08:00"}
[2025-09-10 01:29:51] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:51] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37469,"Time":"2025-09-10T01:29:51.4589547\u002B08:00"}
[2025-09-10 01:29:51] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:52] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37469,"Time":"2025-09-10T01:29:52.0480654\u002B08:00"}
[2025-09-10 01:29:52] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:52] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37470,"Time":"2025-09-10T01:29:52.6860411\u002B08:00"}
[2025-09-10 01:29:52] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:53] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37470,"Time":"2025-09-10T01:29:53.2938326\u002B08:00"}
[2025-09-10 01:29:53] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:53] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37471,"Time":"2025-09-10T01:29:53.9160796\u002B08:00"}
[2025-09-10 01:29:54] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:54] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37472,"Time":"2025-09-10T01:29:54.5550478\u002B08:00"}
[2025-09-10 01:29:54] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:55] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37472,"Time":"2025-09-10T01:29:55.1802387\u002B08:00"}
[2025-09-10 01:29:55] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:55] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37473,"Time":"2025-09-10T01:29:55.8039148\u002B08:00"}
[2025-09-10 01:29:56] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:56] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37473,"Time":"2025-09-10T01:29:56.4091610\u002B08:00"}
[2025-09-10 01:29:56] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:57] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37474,"Time":"2025-09-10T01:29:57.0800304\u002B08:00"}
[2025-09-10 01:29:57] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:57] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37475,"Time":"2025-09-10T01:29:57.7042130\u002B08:00"}
[2025-09-10 01:29:57] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:58] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37475,"Time":"2025-09-10T01:29:58.3356428\u002B08:00"}
[2025-09-10 01:29:58] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:58] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37476,"Time":"2025-09-10T01:29:58.9330793\u002B08:00"}
[2025-09-10 01:29:59] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:29:59] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37477,"Time":"2025-09-10T01:29:59.5889547\u002B08:00"}
[2025-09-10 01:29:59] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:00] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37477,"Time":"2025-09-10T01:30:00.1991544\u002B08:00"}
[2025-09-10 01:30:00] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:00] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37478,"Time":"2025-09-10T01:30:00.8390580\u002B08:00"}
[2025-09-10 01:30:01] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:01] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37479,"Time":"2025-09-10T01:30:01.4600872\u002B08:00"}
[2025-09-10 01:30:01] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:02] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37479,"Time":"2025-09-10T01:30:02.0832050\u002B08:00"}
[2025-09-10 01:30:02] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:02] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37480,"Time":"2025-09-10T01:30:02.6922467\u002B08:00"}
[2025-09-10 01:30:03] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:03] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37480,"Time":"2025-09-10T01:30:03.3162068\u002B08:00"}
[2025-09-10 01:30:03] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:04] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37481,"Time":"2025-09-10T01:30:04.1900865\u002B08:00"}
[2025-09-10 01:30:04] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37482,"Time":"2025-09-10T01:30:04.5632201\u002B08:00"}
[2025-09-10 01:30:04] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:05] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:05] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37483,"Time":"2025-09-10T01:30:05.8341345\u002B08:00"}
[2025-09-10 01:30:06] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:06] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37483,"Time":"2025-09-10T01:30:06.0541999\u002B08:00"}
[2025-09-10 01:30:06] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:07] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37484,"Time":"2025-09-10T01:30:07.0636516\u002B08:00"}
[2025-09-10 01:30:07] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37484,"Time":"2025-09-10T01:30:07.2812246\u002B08:00"}
[2025-09-10 01:30:07] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:07] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:08] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37485,"Time":"2025-09-10T01:30:08.3487679\u002B08:00"}
[2025-09-10 01:30:08] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37486,"Time":"2025-09-10T01:30:08.5348492\u002B08:00"}
[2025-09-10 01:30:08] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:08] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:09] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37487,"Time":"2025-09-10T01:30:09.5840926\u002B08:00"}
[2025-09-10 01:30:09] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37487,"Time":"2025-09-10T01:30:09.8031861\u002B08:00"}
[2025-09-10 01:30:09] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:10] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:10] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37488,"Time":"2025-09-10T01:30:10.8627906\u002B08:00"}
[2025-09-10 01:30:11] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37488,"Time":"2025-09-10T01:30:11.0802984\u002B08:00"}
[2025-09-10 01:30:11] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:11] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:12] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37489,"Time":"2025-09-10T01:30:12.1408529\u002B08:00"}
[2025-09-10 01:30:12] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37489,"Time":"2025-09-10T01:30:12.3121570\u002B08:00"}
[2025-09-10 01:30:12] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:12] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:13] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37490,"Time":"2025-09-10T01:30:13.3931365\u002B08:00"}
[2025-09-10 01:30:13] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37491,"Time":"2025-09-10T01:30:13.5650955\u002B08:00"}
[2025-09-10 01:30:13] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:13] [Server] 200 {"message":"Status stored","policy":{"allowedUntil":"2025-09-09T18:25:27.4421030+00:00","requireLock":false,"manualUnlockGraceMinutes":60,"unlockPassword":"0098"},"command":null}
[2025-09-10 01:30:14] [Status] {"Machine":"DESKTOP-UH52STM","OS":"Microsoft Windows 10.0.19045","UptimeSec":37492,"Time":"2025-09-10T01:30:14.6242006\u002B08:00"}
